index;author;title
216;"Costa, Ronaldo Ferreira da";"Efeitos dos parâmetros de usinagem na formação da camada branca em torneamento duro nos aços-rolamento (DIN 100 Cr6)."
217;"Buzzi, Daniella Cardoso";"Aplicação da eletrodiálise no tratamento da drenagem ácida de minas visando a recuperação de ácido sulfúrico."
218;"Romero, Sérgio Antônio";"Microestrutura e propriedades magnéticas de ligas para ímãs nanocristalinos de Sm(CoFeCuZr)z para aplicações em altas temperaturas."
219;"González Ramírez, Mario Fernando";"Influência da microestrutura nas propriedades mecânicas e na fragilização por hidrogênio em um aço microligado."
220;"Oliveira, Marcos Fernandes de";"Estudo da influência de organo-silanos na resistência à corrosão de aço-carbono por meio de técnicas eletroquímicas."
221;"Almeida, Adriano Alex de";"Influência do tamanho de grão, teor de silício e frequência de excitação nas perdas anômalas do aço GNO."
222;"Andrade Centeno, Dany Michell";"Análise microestrutural de junta brasada de aço inoxidável duplex UNS S32101, UNS S32304, UNS S32750 e UNS S32707 com metal de adição a base de níquel."
223;"Barberato, Fernanda";"Estudo de sistemas foto- e eletroluminescentes contendo polifluoreno fluorado e rubreno para aplicação em diodos emissores de luz poliméricos."
224;"Junca, Eduardo";"Estudo da separação e aproveitamento da parte metálica e de óxidos presentes no resíduo gerado no corte de rochas ornamentais."
225;"Gomes, Tiago Evangelista";"Efeitos da temperatura de laminação na formação e na reversão de martensita induzida por deformação no aço inoxidável austenítico AISI 304L."
226;"Matsumoto, Marcos Machado";"Estudo sobre a resistência à ciclagem térmica dos ferros fundidos de alto cromo e do aço ferramenta AISI D2."
227;"Murcia Santanilla, Adriana Johanny";"Recuperação de níquel a partir do licor de lixiviação de placas de circuito impresso de telefones celulares."
228;"Silva, Wanderson Santana da";"Avaliação do comportamento mecânico e tribológico de ligas Ni-Cr-Al-C."
229;"Matos, Camila Martini";"Estudo comparativo das propriedades de dois caulins brasileiros."
230;"Fermino, Danilo Marin";"Propriedades mecânicas e térmicas de nanocompósito híbrido de polipropileno com adição de argila e celulose proveniente de papel descartado."
231;"Farina, Paula Fernanda da Silva";"Efeito das adições de tratamentos criogênicos e de alívio de tensões no ciclo térmico do aço ferramenta AISI D2."
232;"Matroniani, Renato";"Misturas de poliestireno e poliéster líquido-cristalino."
233;"Giroto, Ellen Regina";"O efeito do potencial de oxigênio na oxidação subsuperficial e suas influências nas propriedades magnéticas de aços elétricos após o recozimento final."
234;"Rodrigues, Erick Batista";"Estudo da estabilidade das propriedades mecânicas e químicas de compostos de borracha vulcanizados com enxofre após envelhecimento térmico e oxidativo."
235;"Amurin, Leice Gonçalves";"Estudo do processamento e da orientação microestrutural em nanocompósitos de copolímeros em bloco."
236;"Oliveira, Camila Fernanda de Paula";"Melhoria da resistência no estado fundido do polipropileno através da adição de nanoargilas."
237;"Freitas, Cássia Alves de";"Nanocompósitos poliméricos de poli (tereftalato de butileno) - PBT."
238;"Oliveira, Mariana Perez de";"Influência da adição de nióbio sobre as propriedades mecânicas e de resistência à corrosão de aços inoxidáveis supermartensíticos."
239;"Ariza Echeverri, Edwan Anderson";"Análise numérica e experimental das tensões residuais geradas durante o processo de têmpera de cilindros de aço AISI 1045, 4140 e 4340."
240;"Gonçalves, Cristiane Sales";"Efeito do processo de nitretação sob plasma no comportamento em fadiga térmica dos aços ferramenta para moldes para injeção de alumínio sob pressão."
241;"Silveira, Éder Baroni da";"Estudo da tenacificação do PLA pela adição de elastômero termoplástico EMA-GMA."
242;"Souza, Edith Marie Malateaux de";"Adesivo de contato de policloropreno base aquosa nanoaditivado e condicionado magneticamente."
243;"Paroni, Alexandra Silvia Matheisen";"Estudo do comportamento eletroquímico da liga UNS N07090 em diferentes concentrações de ácido sulfúrico."
244;"Silva, Wanderson Santana da";"Estudo da tenacidade à fratura do aço rápido M2 fundido, modificado e tratado termicamente."
245;"Yoshida, Satoru";"Sistemas poliméricos à base de PEDOT:PSS para aplicação como circuitos e eletrodos de dispositivos."
246;"Abud Filho, Sergio Eduardo";"Estudo da corrosão por interferência de corrente alternada em estruturas enterradas e desenvolvimento de metodologia para sua detecção"
247;"Bastos, Cleide dos Anjos";"Obtenção de nanocompósitos a base de bentonita, amido e quitosana."
248;"Eleno, Luiz Tadeu Fernandes";"Incorporação do volume ao método variacional de clusters."
249;"Mesa Grajales, Dairo Hernan";"Análise dos mecanismos de dano de aços inoxidáveis austeníticos com elevado teor de nitrogênio durante desgaste erosivo por cavitação"
250;"Andrade, Thiago Fontoura de";"Precipitação de fase de laves no aço inoxidável superferrítico 28%Cr-4%Ni-2%Mo-Nb."
251;"Tavares, Viviane";"Caracterização e processamento de telas de cristal líquido visando a reciclagem."
252;"Ribeiro, Tiago Ramos";"Formação da macrossegregação de carbono no silício durante a solidificação direcional ou decantação de carbonetos."
253;"Correia, Carla Almêda";"Obtenção e caracterização de PLA reforçado com nanocelulose."
254;"Lameiras Júnior, Francisco";"Efeito da nucleação de grãos nas previsões do modelo multifásico para a solidificação equiaxial."
255;"Melquíades, Sérgio dos Reis";"O efeito do carbono no aumento do tamanho de grão e nas propriedades magnéticas de aços elétricos semiprocessados após o recozimento final."
256;"Moreira, Victor Caso";"Efeito do teor residual de Fe no recozimento do latão 70/30."
257;"Santos, Vinícius Oliveira dos";"Análise de criticalidade de uma instalação fabril de combustíveis nucleares à base de liga metálica de urânio."
258;"Seixas, Marcus Vinicius de Souza";"Materiais poliméricos para contato com etanol em condições agressivas."
259;"Borges, Ronaldo Adriano Alvarenga";"Análise multivariada dos principais fatores que afetam o desgaste (vida) do revestimento refratário das panelas de transporte de aço na Aciaria da Usina de Cubatão-Usiminas."
260;"Ogata, Paulo Henrique";"Caracterização microestrutural do aço para tubo API 5L-X65 em diferentes regiões da chapa como laminada e após austenitização e resfriamento sob diversas taxas de resfriamento."
261;"Paspardelli, Clayton";"Remoção de Pb e Bi em liga de níquel por refino a vácuo."
262;"Takimoto, Herick Garcia";"Estudo de polifluorenos como camada emissora de dispositivos eletroluminescentes eficientes."
263;"Pereira, Viviam Serra Marques";"Efeito de características microestruturais na difusividade do hidrogênio em dois aços grau API X65."
264;"Sadi, Roberta Kalil";"Estudo da compatibilização e da degradação de blendas polipropileno/poli (3-hidroxibutirato) (PP/PHB)."
265;"Pritzelwitz, Philip von";"Investigação do desgaste de freios e embreagens em prensas mecânicas."
266;"Morais, Viviane Lima de";"Estudo comparativo da deformação a frio e da resistência à corrosão nos aços inoxidáveis austeníticos AISI 201 e AISI 304."
267;"Martins, Thiago Ferreira";"Simulação física de temperaturas de curvamento a quente e sua influência nas propriedades mecânicas de juntas soldadas de tubo de aço API 5L X80."
268;"Bizzo, Maurizio André";"Estudo de elementos filtrantes porosos de polietileno contendo nanopartículas de prata."
269;"Rojas Arango, Juan Marcelo";"Refino de grão das ligas do sistema cobre-estanho."
270;"Denigres Filho, Ricardo Wilson Nastari";"Síntese e evolução térmica de boemitas com diversas morfologias."
271;"Martorano, Marcelo de Aquino";"Efeitos de algumas variáveis de processo na microssegregação da liga Cu-8%Sn."
272;"Massaro, Natalia";"Caracterização e aplicabilidade de vidro de tela de LCD em matriz de Poliamida-6."
273;"Narita, Cesar Yuji";"Estudo da obtenção de briquetes autorredutores de minério de ferro e carvão fóssil endurecidos por tratamento térmico."
274;"Matsubara, Daniel Bojikian";"Caracterização de chapa grossa de aço microligado temperado por meio da técnica de dilatometria."
275;"Oliveira, Orley Magalhães de";"Utilização de resíduos da indústria cerâmica para obtenção de novos produtos cerâmicos."
276;"Peralta, Marvin Marco Chambi";"Uso de um lodo de cromo proveniente da indústria de curtume na fabricação de vidros sodo-cálcicos."
277;"Braga, Ana Paola Villalva";"Análise de ligas de alumínio aeronáuticas conformadas por jateamento com granalhas - caracterização e previsão de deformação."
278;"Nunes, Eduardo";"Inter-relationship of skin pass, 2D and 3D roughness parameters, stampability and paintability on cold rolled steel sheets for the automotive industry."
279;"Furlan, Tarita Shiraishi";"Estudo do efeito do tratamento térmico e da adição de zircônio, vanádio, titânio e manganês nas propriedades mecânicas de uma liga AlSi12CuMgNi para aplicação em altas temperaturas."
280;"Apaza Huallpa, Edgar";"Caracterização da transformação martensítica em temperaturas criogênicas."
281;"Sato, Fernando Luís";"Uso de ensaios de microesclerometria instrumentada no estudo das propriedades da austenita expandida."
282;"Padilha, Angelo Fernando";"Competição entre recuperação e recristalização em uma liga de alumínio contendo dispersão de precipitados."
283;"Mourão, Marcelo Breda";"Estudo experimental da aluminotermia do pentóxido de vanádio."
284;"Mourão, Marcelo Breda";"Análise do processo de redução de minério de ferro por carbono na forma de pelotas auto-redutoras."
285;"Borges, Doris Feijó Leão";"Processamento e caracterização de aluminetos de ferro obtidos a partir de matéria-prima reciclada."
286;"Benegra, Marjorie";"Desenvolvimento in situ de aluminetos de níquel por plasma por arco transferido resistentes à oxidação."
287;"Almeida, Lilian Lacerda de";"Síntese e propriedades do copolímero anfifílico poli(3-hidroxibutirato)-bloco-poli(óxido de etileno) e preparação de nanopartículas."
288;"Carvalho, Leandro Gomes de";"Estudo dilatométrico das transformações de fase em aços maraging M300 e M350."
289;"Blazek, Gustavo Russo";"Estudo da blenda poli(3-hidroxibutirato) / poli(etileno glicol)."
290;"Rocha, Gisele de Araujo";"Síntese e caracterização de hidróxidos de alumínio com duas dimensões nanométricas (morfologia fibrilar) ou com uma dimensão nanométrica (morfologia de placas/lâminas)."
291;"Garcia, Diego Martins";"Influência dos parâmetros de soldagem na resistência à fluência de juntas soldadas de aço  ASTM A 335 P91."
292;"Martins, Priscila Alves";"Uso de aditivos não tóxicos como retardantes de chama em ABS."
293;"Monlevade, Eduardo Franco de";"Estudo das transições morfológicas na decomposição da austenita utilizando um par de difusão Fe-5%Ni/Fe-10%Ni."
294;"Silveira, João Ricardo Filipini da";"Modelamento do efeito do tamanho de grão sobre o campo coercivo de aços elétricos."
295;"Vera Alatrista, Gerardo Augusto";"Preparação e estabilização de uma suspensão cerâmica de porcelana de ossos."
296;"Oliveira, Leticia Mota de";"Caracterização do compósito de borracha natural reforçado com nanocristais de celulose."
297;"Ino, Kimie";"Estudo da reologia de uma massa de porcelana fosfática para uso na conformação em torno elétrico."
298;"Soeiro Junior, Jaime Casanova";"Estudo da soldabilidade do tubo API 5L X80 utilizando os processos de soldagem eletrodo revestido e MAG com transferência controlada na raiz e enchimento com arame tubular autoprotegido."
299;"Tanaka, Marcio Toshio";"Estudo experimental de briquetes autorredutores e auto-aglomerantes de minério de ferro e carvão fóssil."
300;"Rodrigues, Girley Ferreira";"Estudo da redução de pelotas de minérios de ferro por hidrogênio e mistura de hidrogênio com monóxido de carbono."
301;"Lotto, André Alexandrino";"Remoção de fósforo de silício por fusão a vácuo."
302;"Ramirez Londoño, Antonio José";"Estudo da precipitação de nitreto de cromo e fase sigma por simulação térmica da zona afetada pelo calor na soldagem multipasse de aços inoxidáveis duplex."
303;"Goldenstein, Helio";"Algumas reações de decomposição da martensita de Cu-Al: um estudo de caso."
304;"Goldenstein, Helio";"Crescimento competitivo de precipitados .. em cobre-alumínio."
305;"Lima, Moysés Leite de";"Refino de silício metalúrgico por solidificação direcional transiente."
306;"Lopes, Denise Adorno";"Caracterização microestrutural de ligas do sistema U-Nb-Zr, no canto rico em urânio."
307;"Soeiro Junior, Jaime Casanova";"Soldabilidade metalúrgica do aço ASTM A553 tipo I com 9% de ní­quel."
308;"Oliveira, José Mauro Diniz";"Estudo da aplicação de vermiculita como carga ativa em verniz uretânico."
309;"Feltran, Murilo de Barros";"Compósitos de PVC reforçados com fibra de vidro: uso de técnicas de processamento convencionais da indústria brasileira."
310;"Neira, John Bernardo Vilca";"Estudo da recuperação de metais contidos no resíduo niquelífero do processo Caron."
311;"Kurauchi, Martim Hideki Nakayama";"Uma abordagem de ensaio de resistência mecânica de carvão vegetal."
312;"Brito, Silvio Luiz Miranda";"Síntese, caracterização e modificação superficial de nano partículas de titanato de bário produzidas pelo método Pechini."
313;"Pacheco, Ronaldo Feu Rosa";"Estudo sobre a utilização das escórias de aciaria LD naturais ou modificadas para substituição parcial do cimento ou como adição ao clínquer."
314;"Pereira, Gilberto José";"Efeitos da segregação dos íons magnésio ou ferro nas características de superfície e na sinterizaçao do SnO2."
315;"Guimarães, Kleber Lanigra";"Singularidades associadas ao mecanismo de estabilização eletroestérico e seus efeitos sobre o comportamento reológico de suspensões concentradas."
316;"Yee, Márcio";"Estudo do comportamento reológico da mistura polimérica PMMA/PS compatibilizada ou não."
317;"Costa, Wanderley da";"Comportamento das forças de adesão do adesivo selante de silicone e do mastic butílico sob o efeito da radiação ionizante."
318;"Xavier, Marcos Domingos";"Análise da estampabilidade de chapas de aço baixo e médio carbono através de deformações plásticas uniaxiais e ortogonais quase planares."
319;"Hincapie Ladino, Duberney";"Resistência à corrosão e ao trincamento induzido por hidrogênio de aços para tubos API 5L X65."
320;"Santos Filho, Olmede Celestino dos";"Caracterizações de propriedades microestruturais e mecânicas de ligas AA 1100 e AA 5052 processadas pela técnica de laminação acumulativa (Accumulated Roll Bonding - ARB)."
321;"Oliveira, Janaina da Costa Pereira Torres de";"Evolução da microestrutura e da textura durante a laminação a frio e a recristalização de alumínio com diferentes níveis de pureza."
322;"Silva, Adriana Almeida";"Contribuição ao estudo das bentonitas do município de Boa Vista Estado da Paraíba."
323;"Fiore, Marina";"Otimização termodinâmica do sistema binário Ti-Si."
324;"Silva, Daniel José da";"Estudo de copolímeros a base de fluoreno e benzotidiazol em diodos emissores de luz e células fotovoltaicas poliméricas."
325;"Calderon Hernandez, Jose Wilmar";"Efeito da temperatura de revenimento sobre o grau de sensitização e resistência à corrosão por pite de aços inoxidáveis supermartensíticos contendo 13% Cr, 5% Ni, com e sem adições de Nb e Mo."
326;"Angelo, Clayton Mamedes";"Estudo do efeito de pausas introduzidas em testes de fadiga de amplitude variável."
327;"Espitia Sanjuan, Luis Armando";"Comportamento em desgaste por erosão cavitação, erosão - corrosão e em ensaios de microesclerometria linear instrumentada de um aço inoxidável martensítico AISI 410 nitretado a plasma em baixa temperatura, utilizando a tecnologia de tela ativa."
328;"Monlevade, Eduardo Franco de";"Relações de orientação resultantes da precipitação de austenita em ferrita em aço inoxidável dúplex."
329;"Factori, Irina Marinho";"Processamento e propriedades de compósitos de poliamida 6.6 reforçada com partículas de vidro reciclado."
330;"Calvão, Patrícia Schmid";"Obtenção e caracterização de misturas do polímero biodegradável P[3HB] e seu copolímero P[3HB-co-3HV] com elastômeros."
331;"Lopes, Denise Adorno";"Interação entre precipitação e recristalização em liga de urânio contendo nióbio e zircônio (Mulberry alloy)."
332;"Silvas, Flávia Paulucci Cianga";"Biotecnologia aplicada ao tratamento de drenagem ácida de mina."
333;"Maia, Rafael Rocha";"Análise de inclusões de escória em amostras arqueológicas da fábrica de ferro de Ipanema."
334;"Junca, Eduardo";"Reciclagem de poeira de aciaria: estudo da redução da poeira de aciaria LD, elétrica e ferrita de zinco."
335;"Slaughter, Christian";"Espada de Damasco: um produto da civilização islâmica."
336;"Farina, Alexandre Bellegard";"Efeito do teor de ferro e do tratamento térmico na microestrutura e propriedades da liga UNS N06625."
337;"Rodrigues Junior, Daniel Luiz";"Efeito da deformação plástica sobre as propriedades magnéticas em aços para fins elétricos."
338;"Capeletti, Thiago";"Estudo da brasabilidade de contatos elétricos por metal de adição 40%Ag-21%Zn-20%Cd-19%Cu."
339;"Ramalho, José Pinto";"Oxicorte: estudo da transferência de calor e modelamento por redes neurais artificiais de variáveis do processo."
340;"Riani, Josiane Costa";"Utilização de resinas de troca-iônica em efluentes de galvanoplastia."
341;"Lázaro Colán, Victoria Amelia";"Perdas em ferritas de manganês zinco: o papel da sinterização e de parâmetros microestruturais."
342;"Harada, Nikolas Sinji";"Desenvolvimento de membranas compósitas de poliuretano pelo processo de eletrofiação."
343;"Martins, Juliana de Paula";"Evolução da microestrutura e da textura durante o processamento de chapas da liga Al-Mn-Fe-Si (3003) produzidas por lingotamento contínuo: um estudo comparativo com o processo semi-contínuo."
344;"Furlan, Tarita Shiraishi";"Influência do teor de estrôncio na modificação da liga A356."
345;"Caradec, Pierre D'Amelio Briquet";"Modelo matemático para previsão da macroestrutura bruta de solidificação sob efeito da decantação de grãos equiaxiais."
346;"Martins, Gilmar Antonio dos Santos";"Identificação de plásticos comerciais por meio de um nariz eletrônico baseado em polímeros condutores."
